"","time","depth","ensemble","obs_flag","species_1","species_2","forecast","data_assimilation"
"35",2001-03-04,3,2,2,0.5,0.5,0,0
"36",2001-03-04,5,2,2,0.5,0.5,0,0
"37",2001-03-04,1,3,2,0.5,0.5,0,0
"38",2001-03-04,3,3,2,0.5,0.5,0,0
"39",2001-03-04,5,3,2,0.5,0.5,0,0
"40",2001-03-04,1,4,2,0.5,0.5,0,0
"41",2001-03-04,3,4,2,0.5,0.5,0,0
"42",2001-03-04,5,4,2,0.5,0.5,0,0
"43",2001-03-04,1,5,2,0.5,0.5,0,0
"44",2001-03-04,3,5,2,0.5,0.5,0,0
"45",2001-03-04,5,5,2,0.5,0.5,0,0
"46",2001-03-04,1,6,2,0.5,0.5,0,0
"47",2001-03-04,3,6,2,0.5,0.5,0,0
"48",2001-03-04,5,6,2,0.5,0.5,0,0
"49",2001-03-04,1,7,2,0.5,0.5,0,0
"50",2001-03-04,3,7,2,0.5,0.5,0,0
"51",2001-03-04,5,7,2,0.5,0.5,0,0
"52",2001-03-04,1,8,2,0.5,0.5,0,0
"53",2001-03-04,3,8,2,0.5,0.5,0,0
"54",2001-03-04,5,8,2,0.5,0.5,0,0
"55",2001-03-04,1,9,2,0.5,0.5,0,0
"56",2001-03-04,3,9,2,0.5,0.5,0,0
"57",2001-03-04,5,9,2,0.5,0.5,0,0
"58",2001-03-04,1,10,2,0.5,0.5,0,0
"59",2001-03-04,3,10,2,0.5,0.5,0,0
"60",2001-03-04,5,10,2,0.5,0.5,0,0
"61",2001-03-05,1,1,1,0.983709584471467,1.94560301828604,0,0
"62",2001-03-05,3,1,1,0.972059986002002,1.94763942701451,0,0
"63",2001-03-05,5,1,1,0.985127070098049,1.95382921437532,0,0
"64",2001-03-05,1,2,1,0.97404268323141,1.95018875483909,0,0
"65",2001-03-05,3,2,1,0.956317189555807,1.95557818025889,0,0
"66",2001-03-05,5,2,1,0.958056711048395,1.9573699689804,0,0
"67",2001-03-05,1,3,1,0.99018423713877,1.95062285900948,0,0
"68",2001-03-05,3,3,1,0.965685537973866,1.95780647883402,0,0
"69",2001-03-05,5,3,1,0.979333463285712,1.95946773110508,0,0
"70",2001-03-05,1,4,1,0.956111392988877,1.94846211233183,0,0
"71",2001-03-05,3,4,1,0.98575727519792,1.95767899305717,0,0
"72",2001-03-05,5,4,1,0.976503485607263,1.9651611045639,0,0
"73",2001-03-05,1,5,1,0.967157470785839,1.92468544579095,0,0
"74",2001-03-05,3,5,1,0.976792888160553,1.95214832886579,0,0
"75",2001-03-05,5,5,1,0.958682613191462,1.93665786000498,0,0
"76",2001-03-05,1,6,1,0.966933614059215,1.9334369156602,0,0
"77",2001-03-05,3,6,1,0.96632765357259,1.95310230564866,0,0
"78",2001-03-05,5,6,1,0.982009653755985,1.96169751087168,0,0
"79",2001-03-05,1,7,1,0.98895193461265,1.94694530868394,0,0
"80",2001-03-05,3,7,1,0.962727079405255,1.96427542632044,0,0
"81",2001-03-05,5,7,1,0.963332265912422,1.95230513812456,0,0
"82",2001-03-05,1,8,1,0.974600973548313,1.9448500512404,0,0
"83",2001-03-05,3,8,1,0.979207285682906,1.95845878162867,0,0
"84",2001-03-05,5,8,1,0.971881930345015,1.95244160957997,0,0
"85",2001-03-05,1,9,1,0.980351035219699,1.94516073624593,0,0
"86",2001-03-05,3,9,1,0.976235181619995,1.94171476642228,0,0
"87",2001-03-05,5,9,1,0.965145647641533,1.94620782869312,0,0
"88",2001-03-05,1,10,1,0.962155409916205,1.94274092405823,0,0
"89",2001-03-05,3,10,1,0.977681787378346,1.9558876758854,0,0
"90",2001-03-05,5,10,1,0.964873497421222,1.97826891000345,0,0
"91",2001-03-05,1,1,2,1.16527379014014,2.07217553927825,0,0
"92",2001-03-05,3,1,2,1.35114160385176,1.8022984615992,0,0
"93",2001-03-05,5,1,2,1.02934718467784,1.9296499068675,0,0
"94",2001-03-05,1,2,2,1.72980368195088,1.93125694715647,0,0
"95",2001-03-05,3,2,2,0.550620601462471,2.24439843260314,0,0
"96",2001-03-05,5,2,2,0.849486788175134,1.92081862771402,0,0
"97",2001-03-05,1,3,2,1.64261906425051,2.4079519375497,0,0
"98",2001-03-05,3,3,2,1.12664817057584,1.80103869065795,0,0
"99",2001-03-05,5,3,2,1.67539165125285,1.86423294649415,0,0
"100",2001-03-05,1,4,2,0.889450724792048,2.07565219194584,0,0
"101",2001-03-05,3,4,2,1.03063759849772,2.01298914251547,0,0
"102",2001-03-05,5,4,2,0.421109045883314,1.79300258718833,0,0
"103",2001-03-05,1,5,2,-0.25307599350192,2.18870811493699,0,0
"104",2001-03-05,3,5,2,-0.519752153415915,2.00912491957192,0,0
"105",2001-03-05,5,5,2,0.998673889812043,2.06729872793481,0,0
"106",2001-03-05,1,6,2,0.880974936179404,2.17637185549472,0,0
"107",2001-03-05,3,6,2,1.25723951725534,2.23304967110719,0,0
"108",2001-03-05,5,6,2,0.480405330336061,2.33139389120623,0,0
"109",2001-03-05,1,7,2,0.860317243228185,1.59431269164498,0,0
"110",2001-03-05,3,7,2,1.13065113928129,2.17197664605997,0,0
"111",2001-03-05,5,7,2,0.752204324977994,1.92783510373357,0,0
"112",2001-03-05,1,8,2,1.20232603516892,2.08581751868616,0,0
"113",2001-03-05,3,8,2,0.457647816398979,1.94042150430653,0,0
"114",2001-03-05,5,8,2,0.959335654911313,1.97405615516838,0,0
"115",2001-03-05,1,9,2,1.23282859686868,1.60175900043126,0,0
"116",2001-03-05,3,9,2,0.704820774333067,2.05791406595861,0,0
"117",2001-03-05,5,9,2,0.134596107684127,1.86974108331836,0,0
"118",2001-03-05,1,10,2,-0.244948415057111,1.94996544543669,0,0
"119",2001-03-05,3,10,2,0.534793638673506,1.73593149615583,0,0
"120",2001-03-05,5,10,2,0.283815381826363,2.00572015371517,0,0
"121",2001-03-06,1,1,1,1.81743629687838,7.15612598210379,0,0
"122",2001-03-06,3,1,1,1.81001020457975,7.16702309645951,0,0
"123",2001-03-06,5,1,1,1.8147019124062,7.2020761823102,0,0
"124",2001-03-06,1,2,1,1.81519988369268,7.18210775663308,0,0
"125",2001-03-06,3,2,1,1.78967719730146,7.21899352839134,0,0
"126",2001-03-06,5,2,1,1.77305211126017,7.19923591664333,0,0
"127",2001-03-06,1,3,1,1.83144499227426,7.18965815540782,0,0
"128",2001-03-06,3,3,1,1.8011526926541,7.2211799941003,0,0
"129",2001-03-06,5,3,1,1.81792063972288,7.21600205240738,0,0
"130",2001-03-06,1,4,1,1.78354957874994,7.19176125775475,0,0
"131",2001-03-06,3,4,1,1.81829632502374,7.22868672811944,0,0
"132",2001-03-06,5,4,1,1.82034907955534,7.23630848736424,0,0
"133",2001-03-06,1,5,1,1.8023729104833,7.11178923485678,0,0
"134",2001-03-06,3,5,1,1.8055463782982,7.19946760038008,0,0
"135",2001-03-06,5,5,1,1.78700430636806,7.15522796239746,0,0
"136",2001-03-06,1,6,1,1.802119990848,7.12064179583374,0,0
"137",2001-03-06,3,6,1,1.8030442173038,7.19043203856452,0,0
"138",2001-03-06,5,6,1,1.83291357254091,7.22189815213278,0,0
"139",2001-03-06,1,7,1,1.83745388124515,7.18651942027309,0,0
"140",2001-03-06,3,7,1,1.79215599924849,7.22078644907367,0,0
"141",2001-03-06,5,7,1,1.80053291475347,7.19182920169404,0,0
"142",2001-03-06,1,8,1,1.82327681203113,7.15771113640551,0,0
"143",2001-03-06,3,8,1,1.81581207245074,7.1984898024072,0,0
"144",2001-03-06,5,8,1,1.80477252337061,7.20653463232223,0,0
"145",2001-03-06,1,9,1,1.83812614387717,7.16659282792952,0,0
"146",2001-03-06,3,9,1,1.82178156193732,7.14469202366841,0,0
"147",2001-03-06,5,9,1,1.78755737856046,7.16822174079317,0,0
"148",2001-03-06,1,10,1,1.79427452240857,7.15311285896052,0,0
"149",2001-03-06,3,10,1,1.8255704408893,7.21158361609932,0,0
"150",2001-03-06,5,10,1,1.81196039351908,7.2813047604828,0,0
"151",2001-03-06,1,1,2,1.87978748997688,6.95679815512698,0,0
"152",2001-03-06,3,1,2,1.89161364581344,7.09447541333392,0,0
"153",2001-03-06,5,1,2,2.40036447608559,7.61398403077006,0,0
"154",2001-03-06,1,2,2,1.50836408046794,6.77717218754926,0,0
"155",2001-03-06,3,2,2,1.29333094174671,7.30992358790739,0,0
"156",2001-03-06,5,2,2,1.42014141388011,6.98842476022789,0,0
"157",2001-03-06,1,3,2,2.11525528948602,7.09108268469713,0,0
"158",2001-03-06,3,3,2,1.68626362318097,7.38850380779242,0,0
"159",2001-03-06,5,3,2,1.21730961435289,7.62339648580402,0,0
"160",2001-03-06,1,4,2,2.50347745023804,6.97233850407358,0,0
"161",2001-03-06,3,4,2,2.25068531428303,7.19853153034229,0,0
"162",2001-03-06,5,4,2,2.06815890035764,7.24379152458783,0,0
"163",2001-03-06,1,5,2,1.56750812020015,7.10129533786898,0,0
"164",2001-03-06,3,5,2,2.04714331020558,7.1981964750958,0,0
"165",2001-03-06,5,5,2,1.67848920132201,6.89850752157901,0,0
"166",2001-03-06,1,6,2,1.57977798840563,7.11475282001609,0,0
"167",2001-03-06,3,6,2,1.98744758361892,7.24936290650842,0,0
"168",2001-03-06,5,6,2,1.57201552586277,7.00827191199535,0,0
"169",2001-03-06,1,7,2,1.59695746041816,7.09988561375294,0,0
"170",2001-03-06,3,7,2,2.14253040846851,7.33162577352848,0,0
"171",2001-03-06,5,7,2,2.05836677907749,7.14495614623285,0,0
"172",2001-03-06,1,8,2,1.80292757445552,6.84740217193599,0,0
"173",2001-03-06,3,8,2,1.91829136274456,7.12947220681262,0,0
"174",2001-03-06,5,8,2,1.66889066581491,7.39612503149727,0,0
"175",2001-03-06,1,9,2,1.60420348154105,6.91894236233227,0,0
"176",2001-03-06,3,9,2,1.34219633974714,7.36184699440439,0,0
"177",2001-03-06,5,9,2,1.65288168098387,7.090028659167,0,0
"178",2001-03-06,1,10,2,1.52752835743335,7.41064790807743,0,0
"179",2001-03-06,3,10,2,2.73318466396628,7.23734790181979,0,0
"180",2001-03-06,5,10,2,1.93407331907081,7.09283041891001,0,0
"181",2001-03-07,1,1,1,3.03715688957236,20.7919509221422,0,0
"182",2001-03-07,3,1,1,3.04119975590703,20.7852750623682,0,0
"183",2001-03-07,5,1,1,3.03385113913447,20.8676641028856,0,0
"184",2001-03-07,1,2,1,3.02635911182415,20.8499324347611,0,0
"185",2001-03-07,3,2,1,3.00110380552004,20.8999467477698,0,0
"186",2001-03-07,5,2,1,2.99453425519107,20.8523579113547,0,0
"187",2001-03-07,1,3,1,3.07115771786614,20.8334738020998,0,0
"188",2001-03-07,3,3,1,2.99662932612312,20.9031643031791,0,0
"189",2001-03-07,5,3,1,3.03464329481257,20.8903576839081,0,0
"190",2001-03-07,1,4,1,2.98047203371362,20.8489160944238,0,0
"191",2001-03-07,3,4,1,3.03497076000035,20.9361352439049,0,0
"192",2001-03-07,5,4,1,3.03815810972791,20.9293205709138,0,0
"193",2001-03-07,1,5,1,3.01614467734061,20.7009754028836,0,0
"194",2001-03-07,3,5,1,3.02345091623213,20.8696579550097,0,0
"195",2001-03-07,5,5,1,2.98507144446573,20.767259382311,0,0
"196",2001-03-07,1,6,1,3.03155887111252,20.7265172553822,0,0
"197",2001-03-07,3,6,1,3.02165204383307,20.8521989198847,0,0
"198",2001-03-07,5,6,1,3.06491335513989,20.9084329428513,0,0
"199",2001-03-07,1,7,1,3.07264615852326,20.8481195195852,0,0
"200",2001-03-07,3,7,1,3.00284944458276,20.8991356863678,0,0
"201",2001-03-07,5,7,1,3.02396250784596,20.8498941294746,0,0
"202",2001-03-07,1,8,1,3.02611071780307,20.7854814046074,0,0
"203",2001-03-07,3,8,1,3.02802074794289,20.8589199985221,0,0
"204",2001-03-07,5,8,1,3.02457473765613,20.8874039079721,0,0
"205",2001-03-07,1,9,1,3.07649360828483,20.8054307126187,0,0
"206",2001-03-07,3,9,1,3.04100936043498,20.7547115876407,0,0
"207",2001-03-07,5,9,1,3.00663175054576,20.7953722665279,0,0
"208",2001-03-07,1,10,1,3.01461790946451,20.7640261578558,0,0
"209",2001-03-07,3,10,1,3.04671618258762,20.8846672584311,0,0
"210",2001-03-07,5,10,1,3.02883057036934,21.0170652940156,0,0
"211",2001-03-07,1,1,2,3.66639772187014,21.0417236599042,0,0
"212",2001-03-07,3,1,2,2.75654658410428,20.9123778258261,0,0
"213",2001-03-07,5,1,2,3.05935430492195,20.8676159691084,0,0
"214",2001-03-07,1,2,2,3.53479552672392,20.8445889419334,0,0
"215",2001-03-07,3,2,2,4.23090057995525,20.7362706828898,0,0
"216",2001-03-07,5,2,2,3.56726948130506,20.8586725488653,0,0
"217",2001-03-07,1,3,2,2.52307959708671,20.8432838922873,0,0
"218",2001-03-07,3,3,2,2.65283090550142,20.9923725137715,0,0
"219",2001-03-07,5,3,2,3.40802913831881,20.8052539370291,0,0
"220",2001-03-07,1,4,2,3.62932498351596,20.6421413498308,0,0
"221",2001-03-07,3,4,2,2.97311777421163,20.8406681426989,0,0
"222",2001-03-07,5,4,2,3.53245653231731,20.9146289039793,0,0
"223",2001-03-07,1,5,2,2.50734661742756,20.6243186109064,0,0
"224",2001-03-07,3,5,2,3.07212115883354,20.5445346071674,0,0
"225",2001-03-07,5,5,2,2.60087378192676,20.6618377572361,0,0
"226",2001-03-07,1,6,2,3.22348220362607,20.3562061227688,0,0
"227",2001-03-07,3,6,2,3.04114750026936,20.9992133482076,0,0
"228",2001-03-07,5,6,2,2.84760483585368,20.6856569861887,0,0
"229",2001-03-07,1,7,2,3.47924367722907,20.8099562247644,0,0
"230",2001-03-07,3,7,2,3.24403417763503,21.097724413723,0,0
"231",2001-03-07,5,7,2,3.60263604255333,20.5133979575789,0,0
"232",2001-03-07,1,8,2,3.31298656654486,20.7946421205524,0,0
"233",2001-03-07,3,8,2,2.99253965731789,20.7071358677759,0,0
"234",2001-03-07,5,8,2,3.38666163799782,20.7208933428193,0,0
"235",2001-03-07,1,9,2,2.87821874025973,21.067426357769,0,0
"236",2001-03-07,3,9,2,3.33441322044148,20.671447056404,0,0
"237",2001-03-07,5,9,2,2.77993299493086,21.0328791222537,0,0
"238",2001-03-07,1,10,2,3.70540563765728,21.0049179452577,0,0
"239",2001-03-07,3,10,2,2.42835906503295,21.0938420136784,0,0
"240",2001-03-07,5,10,2,2.88321671597976,20.701792813066,0,0
"241",2001-03-08,1,1,1,3.88042508517085,17.8433161218855,0,0
"242",2001-03-08,3,1,1,3.90661557321222,17.8605899301849,0,0
"243",2001-03-08,5,1,1,3.89466823002267,17.6855682310717,0,0
"244",2001-03-08,1,2,1,3.87331203727243,17.7202214068611,0,0
"245",2001-03-08,3,2,1,3.84130345420783,17.5983846937525,0,0
"246",2001-03-08,5,2,1,3.85298948573946,17.7112789078416,0,0
"247",2001-03-08,1,3,1,3.91530854277871,17.7635882637163,0,0
"248",2001-03-08,3,3,1,3.85726764002437,17.581902805157,0,0
"249",2001-03-08,5,3,1,3.87769948868297,17.6358022150851,0,0
"250",2001-03-08,1,4,1,3.84222199308291,17.7085228633646,0,0
"251",2001-03-08,3,4,1,3.86139403243503,17.5177087555523,0,0
"252",2001-03-08,5,4,1,3.88325412275011,17.5368689620109,0,0
"253",2001-03-08,1,5,1,3.87106943681835,18.0474780827517,0,0
"254",2001-03-08,3,5,1,3.84892021287579,17.6798052276891,0,0
"255",2001-03-08,5,5,1,3.85542611619484,17.9170567413293,0,0
"256",2001-03-08,1,6,1,3.91163131181904,17.990676463613,0,0
"257",2001-03-08,3,6,1,3.87806375006657,17.7029559390239,0,0
"258",2001-03-08,5,6,1,3.91695027474326,17.609887119436,0,0
"259",2001-03-08,1,7,1,3.91804242023915,17.7246005157366,0,0
"260",2001-03-08,3,7,1,3.85773206240738,17.6107620311011,0,0
"261",2001-03-08,5,7,1,3.86244090298631,17.7223869727912,0,0
"262",2001-03-08,1,8,1,3.89247776101046,17.8756929012463,0,0
"263",2001-03-08,3,8,1,3.87745176177082,17.7005265925924,0,0
"264",2001-03-08,5,8,1,3.84945027376392,17.630099200655,0,0
"265",2001-03-08,1,9,1,3.93133391914381,17.818213219625,0,0
"266",2001-03-08,3,9,1,3.89023161389193,17.9226980076785,0,0
"267",2001-03-08,5,9,1,3.86574481879825,17.8218536798412,0,0
"268",2001-03-08,1,10,1,3.87295173324316,17.9196068631938,0,0
"269",2001-03-08,3,10,1,3.87187746285742,17.6408643949014,0,0
"270",2001-03-08,5,10,1,3.8622254402429,17.3349856964854,0,0
"271",2001-03-08,1,1,2,3.63827979961227,17.7760538800836,0,0
"272",2001-03-08,3,1,2,3.93435905054477,17.8704033128233,0,0
"273",2001-03-08,5,1,2,4.60933727022278,17.512104660896,0,0
"274",2001-03-08,1,2,2,4.81941305807249,17.4430217394041,0,0
"275",2001-03-08,3,2,2,3.84008706420452,17.7294870703151,0,0
"276",2001-03-08,5,2,2,4.01346824700228,17.6513997045086,0,0
"277",2001-03-08,1,3,2,4.72952967568642,17.781292642859,0,0
"278",2001-03-08,3,3,2,3.50604790336816,17.5196167615546,0,0
"279",2001-03-08,5,3,2,3.22578891186053,17.5856193220766,0,0
"280",2001-03-08,1,4,2,4.56540025577215,17.5704108290316,0,0
"281",2001-03-08,3,4,2,3.47271815284428,17.3731948155804,0,0
"282",2001-03-08,5,4,2,3.93558384316797,17.4730928046641,0,0
"283",2001-03-08,1,5,2,3.93800409503307,18.404545893098,0,0
"284",2001-03-08,3,5,2,3.53295874474838,17.9839034664555,0,0
"285",2001-03-08,5,5,2,5.33835880111146,17.7580412204175,0,0
"286",2001-03-08,1,6,2,4.15460186702059,18.2683808113619,0,0
"287",2001-03-08,3,6,2,3.92726146056949,17.5842017421773,0,0
"288",2001-03-08,5,6,2,4.06744030231954,17.3932720910682,0,0
"289",2001-03-08,1,7,2,3.76565344296593,17.8441670605588,0,0
"290",2001-03-08,3,7,2,3.57922024948505,17.6984414383356,0,0
"291",2001-03-08,5,7,2,4.51700308341302,17.8724670701206,0,0
"292",2001-03-08,1,8,2,4.05257176815895,17.8153189160909,0,0
"293",2001-03-08,3,8,2,4.88739707250881,17.5946494153289,0,0
"294",2001-03-08,5,8,2,3.84492203611743,17.3384725032061,0,0
"295",2001-03-08,1,9,2,3.79170566732519,18.0375159082474,0,0
"296",2001-03-08,3,9,2,3.86996825224434,18.1007692687727,0,0
"297",2001-03-08,5,9,2,3.93738970081848,17.7436092560158,0,0
"298",2001-03-08,1,10,2,3.7451479055654,18.1058134434908,0,0
"299",2001-03-08,3,10,2,3.28105224953076,17.9292518479048,0,0
"300",2001-03-08,5,10,2,4.01962284259682,17.4142510120732,0,0
"301",2001-03-09,1,1,1,4.86803121942907,23.1949508366653,0,0
"302",2001-03-09,3,1,1,4.90755157980093,23.187059695244,0,0
"303",2001-03-09,5,1,1,4.90078114603267,23.4283455136638,0,0
"304",2001-03-09,1,2,1,4.88126915763928,23.3788074897445,0,0
"305",2001-03-09,3,2,1,4.88732166238776,23.5513080706729,0,0
"306",2001-03-09,5,2,1,4.84091174717393,23.3731235413967,0,0
"307",2001-03-09,1,3,1,4.90129852938822,23.3285366382374,0,0
"308",2001-03-09,3,3,1,4.87402417340933,23.5445124635471,0,0
"309",2001-03-09,5,3,1,4.87830663633815,23.4900646604624,0,0
"310",2001-03-09,1,4,1,4.84665486681913,23.4089914867559,0,0
"311",2001-03-09,3,4,1,4.87541686041949,23.6585575900426,0,0
"312",2001-03-09,5,4,1,4.88722656266751,23.6018002529925,0,0
"313",2001-03-09,1,5,1,4.85534619486938,22.9152311229993,0,0
"314",2001-03-09,3,5,1,4.85481248213448,23.4280459888097,0,0
"315",2001-03-09,5,5,1,4.86163670459163,23.1119809097947,0,0
"316",2001-03-09,1,6,1,4.89601021135341,23.0173974399381,0,0
"317",2001-03-09,3,6,1,4.87684148606654,23.4008316198082,0,0
"318",2001-03-09,5,6,1,4.9206452703574,23.5227583795759,0,0
"319",2001-03-09,1,7,1,4.90486293030056,23.3733977916743,0,0
"320",2001-03-09,3,7,1,4.87364057692724,23.5397888128996,0,0
"321",2001-03-09,5,7,1,4.86806647134194,23.3637476425953,0,0
"322",2001-03-09,1,8,1,4.86599433752056,23.1778710867965,0,0
"323",2001-03-09,3,8,1,4.8795969846456,23.4213090648894,0,0
"324",2001-03-09,5,8,1,4.85781429703967,23.5006365372937,0,0
"325",2001-03-09,1,9,1,4.90485250574952,23.2477554167377,0,0
"326",2001-03-09,3,9,1,4.87103619572773,23.1128435829821,0,0
"327",2001-03-09,5,9,1,4.86518167801943,23.242390599345,0,0
"328",2001-03-09,1,10,1,4.84069450111913,23.1048207120787,0,0
"329",2001-03-09,3,10,1,4.89347422262996,23.4712687028236,0,0
"330",2001-03-09,5,10,1,4.88940347067963,23.8900203673587,0,0
"331",2001-03-09,1,1,2,4.14841657026808,22.9010192818709,0,0
"332",2001-03-09,3,1,2,5.21004454175861,23.2319079430941,0,0
"333",2001-03-09,5,1,2,5.38441197450759,23.4441079842467,0,0
"334",2001-03-09,1,2,2,5.01610746134828,23.0670219855533,0,0
"335",2001-03-09,3,2,2,4.2840521277798,23.4305318368403,0,0
"336",2001-03-09,5,2,2,5.11139850929331,23.358448221775,0,0
"337",2001-03-09,1,3,2,4.81213546767827,23.3055094409969,0,0
"338",2001-03-09,3,3,2,3.97181920092771,23.320147942276,0,0
"339",2001-03-09,5,3,2,4.54259910278747,23.4585965700462,0,0
"340",2001-03-09,1,4,2,4.53920641641928,23.5442167784189,0,0
"341",2001-03-09,3,4,2,4.73831807799335,23.6910337331542,0,0
"342",2001-03-09,5,4,2,4.77742666054282,23.810855426885,0,0
"343",2001-03-09,1,5,2,4.91597561977888,22.9129867857732,0,0
"344",2001-03-09,3,5,2,5.53591111650997,23.208743351193,0,0
"345",2001-03-09,5,5,2,4.82130173723705,23.3045773660427,0,0
"346",2001-03-09,1,6,2,4.89478207801363,23.0445993504208,0,0
"347",2001-03-09,3,6,2,5.14290579581991,23.7222785322605,0,0
"348",2001-03-09,5,6,2,4.05199664268624,23.2700192596194,0,0
"349",2001-03-09,1,7,2,4.39025852727642,23.1800066125038,0,0
"350",2001-03-09,3,7,2,5.25518910120219,23.4148719039728,0,0
"351",2001-03-09,5,7,2,5.39229515641928,23.0944615347052,0,0
"352",2001-03-09,1,8,2,5.42348023676826,23.0952821162111,0,0
"353",2001-03-09,3,8,2,4.09896409156708,23.4862631970083,0,0
"354",2001-03-09,5,8,2,4.85139943010607,23.5310260016906,0,0
"355",2001-03-09,1,9,2,6.02580435240583,23.6560180508878,0,0
"356",2001-03-09,3,9,2,5.24611948331805,23.1730542637507,0,0
"357",2001-03-09,5,9,2,4.74091389509604,23.2744560783259,0,0
"358",2001-03-09,1,10,2,5.60733474720028,23.0971718927567,0,0
"359",2001-03-09,3,10,2,5.34883300187297,23.1553622972521,0,0
"360",2001-03-09,5,10,2,3.80428018237159,24.095421291217,0,0
"361",2001-03-10,1,1,1,5.10552991807244,11.5612785093964,0,0
"362",2001-03-10,3,1,1,5.13889240698557,11.5748345727018,0,0
"363",2001-03-10,5,1,1,5.1034805502658,10.839856157596,0,0
"364",2001-03-10,1,2,1,5.09088919891453,11.0195515390116,0,0
"365",2001-03-10,3,2,1,5.06797025714576,10.4621650725655,0,0
"366",2001-03-10,5,2,1,5.08743605672468,11.0164129369005,0,0
"367",2001-03-10,1,3,1,5.10840585726833,11.1369875760971,0,0
"368",2001-03-10,3,3,1,5.07981769543997,10.5013111864994,0,0
"369",2001-03-10,5,3,1,5.08141037247951,10.6606955133072,0,0
"370",2001-03-10,1,4,1,5.09743268651892,10.9148650351614,0,0
"371",2001-03-10,3,4,1,5.05590239414174,10.1484484847135,0,0
"372",2001-03-10,5,4,1,5.08514074157365,10.3113521955396,0,0
"373",2001-03-10,1,5,1,5.12147996500458,12.3886987884432,0,0
"374",2001-03-10,3,5,1,5.07185924627901,10.8511296417667,0,0
"375",2001-03-10,5,5,1,5.10447181543505,11.7814269756444,0,0
"376",2001-03-10,1,6,1,5.1510716979879,12.0890851010599,0,0
"377",2001-03-10,3,6,1,5.08688993604337,10.9495387594345,0,0
"378",2001-03-10,5,6,1,5.10801948128619,10.5676745998311,0,0
"379",2001-03-10,1,7,1,5.10216989688595,11.0266392513086,0,0
"380",2001-03-10,3,7,1,5.09316548861251,10.5139176474572,0,0
"381",2001-03-10,5,7,1,5.08151680681298,11.0432463475709,0,0
"382",2001-03-10,1,8,1,5.1122107869322,11.6052221554129,0,0
"383",2001-03-10,3,8,1,5.07729957898699,10.8748230812362,0,0
"384",2001-03-10,5,8,1,5.07885686804483,10.6290689626864,0,0
"385",2001-03-10,1,9,1,5.12110397310497,11.4109498076885,0,0
"386",2001-03-10,3,9,1,5.11596419240973,11.7886275827151,0,0
"387",2001-03-10,5,9,1,5.1012111004251,11.4099298551707,0,0
"388",2001-03-10,1,10,1,5.09351541344845,11.8296487474868,0,0
"389",2001-03-10,3,10,1,5.0827002466875,10.7278523646429,0,0
"390",2001-03-10,5,10,1,5.06575041928924,9.40881831464072,0,0
"391",2001-03-10,1,1,2,5.59935656489228,11.7283921438034,0,0
"392",2001-03-10,3,1,2,4.1748298230614,11.7077127394662,0,0
"393",2001-03-10,5,1,2,5.69332875618218,10.7212951577662,0,0
"394",2001-03-10,1,2,2,4.27940123126876,11.1923308137074,0,0
"395",2001-03-10,3,2,2,3.55900391743681,10.6284126370115,0,0
"396",2001-03-10,5,2,2,4.79990750864927,11.0101677319788,0,0
"397",2001-03-10,1,3,2,4.17549893295835,11.1860233887851,0,0
"398",2001-03-10,3,3,2,5.50221380705159,10.4929168816351,0,0
"399",2001-03-10,5,3,2,4.64257818076265,10.4181160882716,0,0
"400",2001-03-10,1,4,2,5.66282508378307,11.0825989099734,0,0
