"","time","depth","obs_flag","forecast","data_assimilation","statistic","species_1","species_2"
"110",2001-03-08,3,2,0,0,"sd",0.447612402887761,0.229199363294153
"111",2001-03-08,3,2,0,0,"Pred_interv_0.25",3.32417707777631,17.4061397534246
"112",2001-03-08,3,2,0,0,"Conf_interv_97.5",4.6729635175669,18.0744744632513
"113",2001-03-08,5,1,0,0,"mean",3.87208491539247,17.6605787726547
"114",2001-03-08,5,1,0,0,"se",0.0212500255475032,0.157844251212254
"115",2001-03-08,5,1,0,0,"Conf_interv_02.5",3.85024659645842,17.3804094312286
"116",2001-03-08,5,1,0,0,"Conf_interv_97.5",3.91193681468112,17.8956360524945
"117",2001-03-08,5,2,0,0,"mean",4.15089150386303,17.5742329645047
"118",2001-03-08,5,2,0,0,"sd",0.561618893812409,0.178112029568841
"119",2001-03-08,5,2,0,0,"Pred_interv_0.25",3.36509386481833,17.350802410475
"120",2001-03-08,5,2,0,0,"Conf_interv_97.5",5.17432895666151,17.8467212539374
"121",2001-03-09,1,1,0,0,"mean",4.87650144541883,23.2147760021628
"122",2001-03-09,1,1,0,0,"se",0.0245606257447572,0.165444380324731
"123",2001-03-09,1,1,0,0,"Conf_interv_02.5",4.84203558340163,22.9382185443105
"124",2001-03-09,1,1,0,0,"Conf_interv_97.5",4.90486058477657,23.4022000874284
"125",2001-03-09,1,2,0,0,"mean",4.97735014771572,23.1803832295393
"126",2001-03-09,1,2,0,0,"sd",0.573326413314476,0.251497620515512
"127",2001-03-09,1,2,0,0,"Pred_interv_0.25",4.20283101059495,22.9037119702489
"128",2001-03-09,1,2,0,0,"Conf_interv_97.5",5.93164869123458,23.6308627645823
"129",2001-03-09,3,1,0,0,"mean",4.87937162241491,23.4315525591719
"130",2001-03-09,3,1,0,0,"se",0.0141906063992671,0.168106526610456
"131",2001-03-09,3,1,0,0,"Conf_interv_02.5",4.85846281769296,23.129542208241
"132",2001-03-09,3,1,0,0,"Conf_interv_97.5",4.90438417443746,23.6344264481844
"133",2001-03-09,3,2,0,0,"mean",4.88321565387496,23.3834195000802
"134",2001-03-09,3,2,0,0,"sd",0.56889919575215,0.204660160428185
"135",2001-03-09,3,2,0,0,"Pred_interv_0.25",4.00042680132157,23.1593429897143
"136",2001-03-09,3,2,0,0,"Conf_interv_97.5",5.49381854071665,23.7152484524615
"137",2001-03-09,5,1,0,0,"mean",4.87699739842419,23.4524868404479
"138",2001-03-09,5,1,0,0,"se",0.0232296580918422,0.210089758298631
"139",2001-03-09,5,1,0,0,"Conf_interv_02.5",4.84471482089372,23.1413230899435
"140",2001-03-09,5,1,0,0,"Conf_interv_97.5",4.91617584238433,23.8251708416263
"141",2001-03-09,5,2,0,0,"mean",4.74780232910475,23.4641969734554
"142",2001-03-09,5,2,0,0,"sd",0.514931771091487,0.292610734545978
"143",2001-03-09,5,2,0,0,"Pred_interv_0.25",3.86001638594239,23.1339620228109
"144",2001-03-09,5,2,0,0,"Conf_interv_97.5",5.39052144048915,24.0313939717423
"145",2001-03-10,1,1,0,0,"mean",5.11038093941383,11.4982926511067
"146",2001-03-10,1,1,0,0,"se",0.0177142244777134,0.494105780700517
"147",2001-03-10,1,1,0,0,"Conf_interv_02.5",5.09148009718466,10.9384194985277
"148",2001-03-10,1,1,0,0,"Conf_interv_97.5",5.14441355806666,12.321285708782
"149",2001-03-10,1,2,0,0,"mean",5.05379208122097,11.5642969665164
"150",2001-03-10,1,2,0,0,"sd",0.578881105057841,0.470369173248537
"151",2001-03-10,1,2,0,0,"Pred_interv_0.25",4.19887695007819,11.0903542257637
"152",2001-03-10,1,2,0,0,"Conf_interv_97.5",5.78266352186662,12.3710936650098
"153",2001-03-10,3,1,0,0,"mean",5.08704614427322,10.8392648393733
"154",2001-03-10,3,1,0,0,"se",0.0242495282595447,0.506384310235733
"155",2001-03-10,3,1,0,0,"Conf_interv_02.5",5.05861766331764,10.2190347169802
"156",2001-03-10,3,1,0,0,"Conf_interv_97.5",5.133733558706,11.7405241554621
"157",2001-03-10,3,2,0,0,"mean",4.94576484281569,10.8673387973025
"158",2001-03-10,3,2,0,0,"sd",0.737038403269244,0.544622173721448
"159",2001-03-10,3,2,0,0,"Pred_interv_0.25",3.69756474620235,9.99341962866272
"160",2001-03-10,3,2,0,0,"Conf_interv_97.5",5.6904721374386,11.6846780579216
"161",2001-03-10,5,1,0,0,"mean",5.0897294212337,10.7668481858887
"162",2001-03-10,5,1,0,0,"se",0.0138602591242097,0.641922128948304
"163",2001-03-10,5,1,0,0,"Conf_interv_02.5",5.06869937025925,9.61188843784296
"164",2001-03-10,5,1,0,0,"Conf_interv_97.5",5.10722125646968,11.6978401235378
"165",2001-03-10,5,2,0,0,"mean",4.87578888952131,10.695935834809
"166",2001-03-10,5,2,0,0,"sd",0.418237017086621,0.706190391318511
"167",2001-03-10,5,2,0,0,"Pred_interv_0.25",4.41484121851422,9.40797589946403
"168",2001-03-10,5,2,0,0,"Conf_interv_97.5",5.64417203695549,11.7018255097252
"169",2001-03-11,1,1,0,0,"mean",6.43125863584459,25.8740846996394
"170",2001-03-11,1,1,0,0,"se",0.0422319515756205,0.248346035228655
"171",2001-03-11,1,1,0,0,"Conf_interv_02.5",6.35942914734621,25.5573637429505
"172",2001-03-11,1,1,0,0,"Conf_interv_97.5",6.48380765740061,26.2322297280588
"173",2001-03-11,1,2,0,0,"mean",6.2123686507902,25.8026411105599
"174",2001-03-11,1,2,0,0,"sd",0.499369607221983,0.266614495148264
"175",2001-03-11,1,2,0,0,"Pred_interv_0.25",5.37940296168777,25.4484330650631
"176",2001-03-11,1,2,0,0,"Conf_interv_97.5",6.828359579115,26.2198634991631
"177",2001-03-11,3,1,0,0,"mean",6.48248614020452,25.4549900567167
"178",2001-03-11,3,1,0,0,"se",0.0354266578354079,0.346467308655635
"179",2001-03-11,3,1,0,0,"Conf_interv_02.5",6.42574670345397,24.97038284354
"180",2001-03-11,3,1,0,0,"Conf_interv_97.5",6.52864532658157,26.0202455220461
"181",2001-03-11,3,2,0,0,"mean",6.45002496066161,25.351555581413
"182",2001-03-11,3,2,0,0,"sd",0.43500207972429,0.360962357929521
"183",2001-03-11,3,2,0,0,"Pred_interv_0.25",5.87395579024861,24.8822563610562
"184",2001-03-11,3,2,0,0,"Conf_interv_97.5",7.21005593714812,25.9345521744851
"185",2001-03-11,5,1,0,0,"mean",6.49192243629784,25.3835868408065
"186",2001-03-11,5,1,0,0,"se",0.0608472058013061,0.522673923416199
"187",2001-03-11,5,1,0,0,"Conf_interv_02.5",6.40804225622576,24.3494882910713
"188",2001-03-11,5,1,0,0,"Conf_interv_97.5",6.59986330023353,26.0062759575964
"189",2001-03-11,5,2,0,0,"mean",6.14376660079285,25.3871482428196
"190",2001-03-11,5,2,0,0,"sd",0.522542214347015,0.701760476887315
"191",2001-03-11,5,2,0,0,"Pred_interv_0.25",5.4332948790871,24.1508003610948
"192",2001-03-11,5,2,0,0,"Conf_interv_97.5",6.98075544633885,26.4770914989129
"193",2001-03-12,1,1,0,0,"mean",5.39973214862565,2.48600725019067
"194",2001-03-12,1,1,0,0,"se",0.0398695774040393,0.936825539932818
"195",2001-03-12,1,1,0,0,"Conf_interv_02.5",5.34558665607378,1.11841431969179
"196",2001-03-12,1,1,0,0,"Conf_interv_97.5",5.44768431684696,3.66854394212104
"197",2001-03-12,1,2,0,0,"mean",5.47727854050092,2.42096708090217
"198",2001-03-12,1,2,0,0,"sd",0.431816263266481,0.971734394287641
"199",2001-03-12,1,2,0,0,"Pred_interv_0.25",4.85743439991195,1.04848823004686
"200",2001-03-12,1,2,0,0,"Conf_interv_97.5",6.07647883704069,3.6593525193846
"201",2001-03-12,3,1,0,0,"mean",5.46589133941978,4.0395832578017
"202",2001-03-12,3,1,0,0,"se",0.0510291846941382,1.27230611491656
"203",2001-03-12,3,1,0,0,"Conf_interv_02.5",5.38524189200414,1.94521947225776
"204",2001-03-12,3,1,0,0,"Conf_interv_97.5",5.53633055148177,5.79940426359431
"205",2001-03-12,3,2,0,0,"mean",5.66475023299157,4.07916775168793
"206",2001-03-12,3,2,0,0,"sd",0.374999702980499,1.37312970865088
"207",2001-03-12,3,2,0,0,"Pred_interv_0.25",5.10845188665375,1.76183527090785
"208",2001-03-12,3,2,0,0,"Conf_interv_97.5",6.28724410051743,5.8563351958771
"209",2001-03-12,5,1,0,0,"mean",5.47374156130594,4.2780603714936
"210",2001-03-12,5,1,0,0,"se",0.0832896106137566,1.85525154085828
"211",2001-03-12,5,1,0,0,"Conf_interv_02.5",5.37806848418199,1.99502387614816
"212",2001-03-12,5,1,0,0,"Conf_interv_97.5",5.63782200668635,7.90103422772294
"213",2001-03-12,5,2,0,0,"mean",5.36570840479602,4.28165581100996
"214",2001-03-12,5,2,0,0,"sd",0.689335502633253,1.95896354333393
"215",2001-03-12,5,2,0,0,"Pred_interv_0.25",4.40571967535612,1.68773283411399
"216",2001-03-12,5,2,0,0,"Conf_interv_97.5",6.27963471760358,7.98189431100169
"217",2001-03-13,1,1,0,0,"mean",7.61498910904204,8.85278341968421
"218",2001-03-13,1,1,0,0,"se",0.0710173926647782,3.05173258248017
"219",2001-03-13,1,1,0,0,"Conf_interv_02.5",7.5277039311685,4.26242037185241
"220",2001-03-13,1,1,0,0,"Conf_interv_97.5",7.72134862767516,12.5864258626667
"221",2001-03-13,1,2,0,0,"mean",7.78066522265012,8.75898097747659
"222",2001-03-13,1,2,0,0,"sd",0.563949517402266,3.24228477320751
"223",2001-03-13,1,2,0,0,"Pred_interv_0.25",6.97870931834186,3.71158702243876
"224",2001-03-13,1,2,0,0,"Conf_interv_97.5",8.47542966613662,12.826301743775
"225",2001-03-13,3,1,0,0,"mean",7.50309167593127,13.3990528745069
"226",2001-03-13,3,1,0,0,"se",0.10249276374873,3.60982671627519
"227",2001-03-13,3,1,0,0,"Conf_interv_02.5",7.36407009587672,7.16712810031273
"228",2001-03-13,3,1,0,0,"Conf_interv_97.5",7.66900780181806,17.9913283289114
"229",2001-03-13,3,2,0,0,"mean",7.5281542725061,13.3457666616608
"230",2001-03-13,3,2,0,0,"sd",0.435135256995353,3.50510346666814
"231",2001-03-13,3,2,0,0,"Pred_interv_0.25",6.87906415269658,7.16391056768419
"232",2001-03-13,3,2,0,0,"Conf_interv_97.5",8.20942618649142,17.6914451821254
"233",2001-03-13,5,1,0,0,"mean",7.47555368470311,13.8056494034125
"234",2001-03-13,5,1,0,0,"se",0.139751631069806,4.48388760110289
"235",2001-03-13,5,1,0,0,"Conf_interv_02.5",7.20319338316327,7.33920694104071
"236",2001-03-13,5,1,0,0,"Conf_interv_97.5",7.65121904605242,21.785272131979
"237",2001-03-13,5,2,0,0,"mean",7.40650880134612,13.7510965310563
"238",2001-03-13,5,2,0,0,"sd",0.471126277988985,4.41864925103208
"239",2001-03-13,5,2,0,0,"Pred_interv_0.25",6.58357836523432,7.61403939902688
"240",2001-03-13,5,2,0,0,"Conf_interv_97.5",8.09521211417485,21.6775223363484
"241",2001-03-14,1,1,0,0,"mean",8.08850784274849,22.1986463624027
"242",2001-03-14,1,1,0,0,"se",0.490190035936955,4.46632856862464
"243",2001-03-14,1,1,0,0,"Conf_interv_02.5",7.49086241883099,14.2043242011211
"244",2001-03-14,1,1,0,0,"Conf_interv_97.5",8.83093670629628,26.2694583511568
"245",2001-03-14,1,2,0,0,"mean",7.94364060784118,22.2289659242243
"246",2001-03-14,1,2,0,0,"sd",0.576683078464534,4.30522216809391
"247",2001-03-14,1,2,0,0,"Pred_interv_0.25",7.12050710060095,14.6027382246945
"248",2001-03-14,1,2,0,0,"Conf_interv_97.5",8.78387409871209,26.2887488851362
"249",2001-03-14,3,1,0,0,"mean",7.3726501075053,24.607772967824
"250",2001-03-14,3,1,0,0,"se",0.568057139160594,2.15161427537304
"251",2001-03-14,3,1,0,0,"Conf_interv_02.5",6.65659511845556,20.6973967598545
"252",2001-03-14,3,1,0,0,"Conf_interv_97.5",8.35906823650352,26.3610039358979
"253",2001-03-14,3,2,0,0,"mean",7.44023452336308,24.583708584459
"254",2001-03-14,3,2,0,0,"sd",1.09330918838871,2.18699830604155
"255",2001-03-14,3,2,0,0,"Pred_interv_0.25",6.39237410477473,20.6873748815328
"256",2001-03-14,3,2,0,0,"Conf_interv_97.5",9.53186130564928,26.5307540646003
"257",2001-03-14,5,1,0,0,"mean",7.30828983050218,23.6037058719712
"258",2001-03-14,5,1,0,0,"se",0.698328202263007,4.56311440811383
"259",2001-03-14,5,1,0,0,"Conf_interv_02.5",6.07703899234856,13.680765146899
"260",2001-03-14,5,1,0,0,"Conf_interv_97.5",8.33099016251577,26.3104800841027
"261",2001-03-14,5,2,0,0,"mean",7.19467753582719,23.6902591099267
"262",2001-03-14,5,2,0,0,"sd",0.613971338459747,4.52966466057038
"263",2001-03-14,5,2,0,0,"Pred_interv_0.25",6.17227671869848,13.8154592148446
"264",2001-03-14,5,2,0,0,"Conf_interv_97.5",8.08312300810559,26.5767278502295
"265",2001-03-15,1,1,0,0,"mean",6.06192446351664,11.6862486719338
"266",2001-03-15,1,1,0,0,"se",0.715800246812996,9.90067017682564
"267",2001-03-15,1,1,0,0,"Conf_interv_02.5",5.43154962326037,0.979047322498278
"268",2001-03-15,1,1,0,0,"Conf_interv_97.5",7.37394233466118,26.0525877416133
"269",2001-03-15,1,2,0,0,"mean",5.82457718514873,11.7980081266504
"270",2001-03-15,1,2,0,0,"sd",1.00526479424327,9.88001619740207
"271",2001-03-15,1,2,0,0,"Pred_interv_0.25",4.41508999725184,0.948646644930239
"272",2001-03-15,1,2,0,0,"Conf_interv_97.5",7.49432597179582,26.1647167733169
"273",2001-03-15,3,1,0,0,"mean",5.66479359834322,6.41828332543875
"274",2001-03-15,3,1,0,0,"se",0.309950797111581,6.68682855664026
"275",2001-03-15,3,1,0,0,"Conf_interv_02.5",5.42511738144933,0.605611738788818
"276",2001-03-15,3,1,0,0,"Conf_interv_97.5",6.25725032914354,17.9498673135423
"277",2001-03-15,3,2,0,0,"mean",5.55951687131554,6.45085375718855
"278",2001-03-15,3,2,0,0,"sd",0.435881746864124,6.67062289112914
"279",2001-03-15,3,2,0,0,"Pred_interv_0.25",4.88993858652101,0.673363230407699
"280",2001-03-15,3,2,0,0,"Conf_interv_97.5",6.1895819366894,17.9848313872514
"281",2001-03-15,5,1,0,0,"mean",5.75318384630294,7.49938351418324
"282",2001-03-15,5,1,0,0,"se",0.492231473286074,8.71977167969848
"283",2001-03-15,5,1,0,0,"Conf_interv_02.5",5.42762999572445,0.806205256308867
"284",2001-03-15,5,1,0,0,"Conf_interv_97.5",6.77482941561993,24.5042066575902
"285",2001-03-15,5,2,0,0,"mean",6.18629753008009,7.4955317255014
"286",2001-03-15,5,2,0,0,"sd",0.56648527750779,8.72657226196292
"287",2001-03-15,5,2,0,0,"Pred_interv_0.25",5.58657798778817,0.808055285712732
"288",2001-03-15,5,2,0,0,"Conf_interv_97.5",7.2739238164686,24.4496157583102
"289",2001-03-16,1,1,0,0,"mean",6.86174762747457,12.7658386908799
"290",2001-03-16,1,1,0,0,"se",0.913068316854031,10.0145809050969
"291",2001-03-16,1,1,0,0,"Conf_interv_02.5",5.45946646445149,1.25009573469508
"292",2001-03-16,1,1,0,0,"Conf_interv_97.5",7.80061578680835,26.2656116869468
"293",2001-03-16,1,2,0,0,"mean",6.57927884836448,12.7298712639409
"294",2001-03-16,1,2,0,0,"sd",1.05166470133888,10.1029131251134
"295",2001-03-16,1,2,0,0,"Pred_interv_0.25",5.03260112758396,1.12551099626638
"296",2001-03-16,1,2,0,0,"Conf_interv_97.5",8.148773601462,26.3561442703168
"297",2001-03-16,3,1,0,0,"mean",7.34502640480977,13.3108959815598
"298",2001-03-16,3,1,0,0,"se",0.579929434652277,9.56762771694555
"299",2001-03-16,3,1,0,0,"Conf_interv_02.5",6.33826868862063,2.35192848181018
"300",2001-03-16,3,1,0,0,"Conf_interv_97.5",7.85014941512667,26.3464418633357
"301",2001-03-16,3,2,0,0,"mean",7.45121298104983,13.2283680238806
"302",2001-03-16,3,2,0,0,"sd",0.578017475680969,9.5502550457523
"303",2001-03-16,3,2,0,0,"Pred_interv_0.25",6.50300150841109,2.27849853767777
"304",2001-03-16,3,2,0,0,"Conf_interv_97.5",8.13372692404884,26.2054234168616
"305",2001-03-16,5,1,0,0,"mean",7.23768676021074,11.1267050065217
"306",2001-03-16,5,1,0,0,"se",0.804394864014575,8.70755318104753
"307",2001-03-16,5,1,0,0,"Conf_interv_02.5",5.62162826155934,1.95587174180427
"308",2001-03-16,5,1,0,0,"Conf_interv_97.5",7.83512526916137,24.3541532263346
"309",2001-03-16,5,2,0,0,"mean",7.14367608760301,11.1126266850752
"310",2001-03-16,5,2,0,0,"sd",0.547292980399568,8.82053894228341
"311",2001-03-16,5,2,0,0,"Pred_interv_0.25",6.12499202640622,1.72119741747081
"312",2001-03-16,5,2,0,0,"Conf_interv_97.5",7.76384806991904,24.4785749376449
"313",2001-03-17,1,1,0,0,"mean",7.18893164251022,12.7875566755384
"314",2001-03-17,1,1,0,0,"se",1.38480521303701,9.14143577618576
"315",2001-03-17,1,1,0,0,"Conf_interv_02.5",5.39260184929511,0.985698524296379
"316",2001-03-17,1,1,0,0,"Conf_interv_97.5",8.94449310906135,24.4195843060942
"317",2001-03-17,1,2,0,0,"mean",7.34834241036932,12.7761668832149
"318",2001-03-17,1,2,0,0,"sd",1.37651066900855,9.15548703586001
"319",2001-03-17,1,2,0,0,"Pred_interv_0.25",5.67186538526505,0.895287500044298
"320",2001-03-17,1,2,0,0,"Conf_interv_97.5",9.33256488548643,24.3825686412741
"321",2001-03-17,3,1,0,0,"mean",7.40165072623556,14.0060784312035
"322",2001-03-17,3,1,0,0,"se",1.53324345005147,9.42394043039922
"323",2001-03-17,3,1,0,0,"Conf_interv_02.5",5.39185168847762,0.660600270481132
"324",2001-03-17,3,1,0,0,"Conf_interv_97.5",9.17086954661141,26.2740641392945
"325",2001-03-17,3,2,0,0,"mean",7.41789692422739,13.9403782483598
"326",2001-03-17,3,2,0,0,"sd",1.53597354884442,9.40481944332443
"327",2001-03-17,3,2,0,0,"Pred_interv_0.25",5.28142304754384,0.360845678520548
"328",2001-03-17,3,2,0,0,"Conf_interv_97.5",9.29203926488859,26.1243007050374
"329",2001-03-17,5,1,0,0,"mean",7.58691327914006,15.4515307032463
"330",2001-03-17,5,1,0,0,"se",1.2957138618402,6.75233237387245
"331",2001-03-17,5,1,0,0,"Conf_interv_02.5",5.70109004836884,6.86589591060941
"332",2001-03-17,5,1,0,0,"Conf_interv_97.5",9.0451343851402,24.7521192387606
"333",2001-03-17,5,2,0,0,"mean",7.41511045698564,15.4392783900485
"334",2001-03-17,5,2,0,0,"sd",1.49398644851782,6.72773700120072
"335",2001-03-17,5,2,0,0,"Pred_interv_0.25",5.08061716049194,6.91574085948718
"336",2001-03-17,5,2,0,0,"Conf_interv_97.5",9.31297079988779,24.6012865439855
"337",2001-03-18,1,1,0,0,"mean",7.08680576453504,15.0550246983617
